   ,mp    ,mp    ,fg   ,fga   ,fg%   ,3p   ,3pa  ,3p%   ,ft   ,fta  ,ft%   ,orb  ,drb  ,trb  ,ast  ,stl  ,blk  ,tov  ,pf   ,pts   ,gmsc ,+/- ,ts%   ,efg%  ,3par  ,ftr   ,orb% ,drb% ,trb% ,ast% ,stl% ,blk% ,tov% ,usg%  ,ortg  ,drtg  ,mp_max ,mp_max ,fg_max ,fga_max ,fg%_max ,3p_max ,3pa_max ,3p%_max ,ft_max ,fta_max ,ft%_max ,orb_max ,drb_max ,trb_max ,ast_max ,stl_max ,blk_max ,tov_max ,pf_max ,pts_max ,gmsc_max ,+/-_max ,ts%_max ,efg%_max ,3par_max ,ftr_max ,orb%_max ,drb%_max ,trb%_max ,ast%_max ,stl%_max ,blk%_max ,tov%_max ,usg%_max ,ortg_max ,drtg_max ,team ,total ,home ,index_opp ,mp_opp ,mp_opp ,fg_opp ,fga_opp ,fg%_opp ,3p_opp ,3pa_opp ,3p%_opp ,ft_opp ,fta_opp ,ft%_opp ,orb_opp ,drb_opp ,trb_opp ,ast_opp ,stl_opp ,blk_opp ,tov_opp ,pf_opp ,pts_opp ,gmsc_opp ,+/-_opp ,ts%_opp ,efg%_opp ,3par_opp ,ftr_opp ,orb%_opp ,drb%_opp ,trb%_opp ,ast%_opp ,stl%_opp ,blk%_opp ,tov%_opp ,usg%_opp ,ortg_opp ,drtg_opp ,mp_max_opp ,mp_max_opp ,fg_max_opp ,fga_max_opp ,fg%_max_opp ,3p_max_opp ,3pa_max_opp ,3p%_max_opp ,ft_max_opp ,fta_max_opp ,ft%_max_opp ,orb_max_opp ,drb_max_opp ,trb_max_opp ,ast_max_opp ,stl_max_opp ,blk_max_opp ,tov_max_opp ,pf_max_opp ,pts_max_opp ,gmsc_max_opp ,+/-_max_opp ,ts%_max_opp ,efg%_max_opp ,3par_max_opp ,ftr_max_opp ,orb%_max_opp ,drb%_max_opp ,trb%_max_opp ,ast%_max_opp ,stl%_max_opp ,blk%_max_opp ,tov%_max_opp ,usg%_max_opp ,ortg_max_opp ,drtg_max_opp ,team_opp ,total_opp ,home_opp ,season ,date       ,won
22 ,240.0 ,240.0 ,36.0 , 81.0 ,0.444 , 5.0 ,27.0 ,0.185 ,21.0 ,26.0 ,0.808 , 7.0 ,44.0 ,51.0 ,20.0 ,14.0 , 8.0 ,21.0 ,17.0 , 98.0 ,     ,    ,0.53  ,0.475 ,0.333 ,0.321 ,16.7 ,69.8 ,48.6 ,55.6 ,13.5 ,12.7 ,18.5 ,100.0 , 94.4 , 80.0 ,       ,       ,   9.0 ,   19.0 ,  1.0   ,   2.0 ,    9.0 ,  1.0   ,   8.0 ,    8.0 ,   1.0  ,    3.0 ,   15.0 ,   15.0 ,    6.0 ,    4.0 ,    4.0 ,    5.0 ,   3.0 ,   23.0 ,    21.6 ,24.0    ,  1.031 ,   1.167 ,   1.0   ,  1.0   ,    13.2 ,    33.0 ,    19.8 ,    38.4 ,     8.1 ,    13.8 ,    42.9 ,    32.9 ,   164.0 ,    96.0 ,WAS  ,   98 ,   0 ,        1 , 240.0 , 240.0 ,  30.0 ,   97.0 ,  0.309 ,   7.0 ,   34.0 ,  0.206 ,  16.0 ,   22.0 ,  0.727 ,   19.0 ,   35.0 ,   54.0 ,   14.0 ,   10.0 ,    4.0 ,   19.0 ,  21.0 ,   83.0 ,         ,        ,  0.389 ,   0.345 ,   0.351 ,  0.227 ,    30.2 ,    83.3 ,    51.4 ,    46.7 ,     9.6 ,     7.4 ,    15.1 ,   100.0 ,    80.0 ,    94.4 ,           ,           ,       5.0 ,       20.0 ,      0.75  ,       2.0 ,        9.0 ,      1.0   ,       5.0 ,        6.0 ,       1.0  ,        6.0 ,        6.0 ,       10.0 ,        4.0 ,        3.0 ,        2.0 ,        6.0 ,       5.0 ,       12.0 ,         8.9 ,8.0         ,      0.875 ,       0.875 ,       0.6   ,      1.5   ,        17.6 ,        36.8 ,        17.3 ,        38.0 ,         5.2 ,        10.2 ,        29.5 ,        25.8 ,       179.0 ,       100.0 ,TOR      ,       83 ,       1 ,  2022 ,2021-10-20 ,True
23 ,240.0 ,240.0 ,30.0 , 97.0 ,0.309 , 7.0 ,34.0 ,0.206 ,16.0 ,22.0 ,0.727 ,19.0 ,35.0 ,54.0 ,14.0 ,10.0 , 4.0 ,19.0 ,21.0 , 83.0 ,     ,    ,0.389 ,0.345 ,0.351 ,0.227 ,30.2 ,83.3 ,51.4 ,46.7 , 9.6 , 7.4 ,15.1 ,100.0 , 80.0 , 94.4 ,       ,       ,   5.0 ,   20.0 ,  0.75  ,   2.0 ,    9.0 ,  1.0   ,   5.0 ,    6.0 ,   1.0  ,    6.0 ,    6.0 ,   10.0 ,    4.0 ,    3.0 ,    2.0 ,    6.0 ,   5.0 ,   12.0 ,     8.9 ,8.0     ,  0.875 ,   0.875 ,   0.6   ,  1.5   ,    17.6 ,    36.8 ,    17.3 ,    38.0 ,     5.2 ,    10.2 ,    29.5 ,    25.8 ,   179.0 ,   100.0 ,TOR  ,   83 ,   1 ,        0 , 240.0 , 240.0 ,  36.0 ,   81.0 ,  0.444 ,   5.0 ,   27.0 ,  0.185 ,  21.0 ,   26.0 ,  0.808 ,    7.0 ,   44.0 ,   51.0 ,   20.0 ,   14.0 ,    8.0 ,   21.0 ,  17.0 ,   98.0 ,         ,        ,  0.53  ,   0.475 ,   0.333 ,  0.321 ,    16.7 ,    69.8 ,    48.6 ,    55.6 ,    13.5 ,    12.7 ,    18.5 ,   100.0 ,    94.4 ,    80.0 ,           ,           ,       9.0 ,       19.0 ,      1.0   ,       2.0 ,        9.0 ,      1.0   ,       8.0 ,        8.0 ,       1.0  ,        3.0 ,       15.0 ,       15.0 ,        6.0 ,        4.0 ,        4.0 ,        5.0 ,       3.0 ,       23.0 ,        21.6 ,24.0        ,      1.031 ,       1.167 ,       1.0   ,      1.0   ,        13.2 ,        33.0 ,        19.8 ,        38.4 ,         8.1 ,        13.8 ,        42.9 ,        32.9 ,       164.0 ,        96.0 ,WAS      ,       98 ,       0 ,  2022 ,2021-10-20 ,False
24 ,240.0 ,240.0 ,35.0 , 86.0 ,0.407 , 9.0 ,29.0 ,0.31  ,18.0 ,23.0 ,0.783 ,13.0 ,31.0 ,44.0 ,17.0 , 6.0 , 6.0 ,16.0 ,20.0 , 97.0 ,     ,    ,0.505 ,0.459 ,0.337 ,0.267 ,30.2 ,70.5 ,50.6 ,48.6 , 6.2 , 8.8 ,14.3 ,100.0 ,100.8 ,127.9 ,       ,       ,   6.0 ,   14.0 ,  0.75  ,   3.0 ,    7.0 ,  1.0   ,   4.0 ,    4.0 ,   1.0  ,    3.0 ,    7.0 ,    8.0 ,    4.0 ,    1.0 ,    4.0 ,    3.0 ,   5.0 ,   18.0 ,    18.4 ,3.0     ,  0.922 ,   0.938 ,   0.6   ,  0.8   ,    25.5 ,    40.7 ,    23.5 ,    28.8 ,     2.7 ,    10.4 ,    33.3 ,    25.9 ,   149.0 ,   136.0 ,ORL  ,   97 ,   0 ,        1 , 240.0 , 240.0 ,  49.0 ,   98.0 ,  0.5   ,  13.0 ,   30.0 ,  0.433 ,  12.0 ,   18.0 ,  0.667 ,   13.0 ,   30.0 ,   43.0 ,   32.0 ,    8.0 ,    3.0 ,    8.0 ,  22.0 ,  123.0 ,         ,        ,  0.581 ,   0.566 ,   0.306 ,  0.184 ,    29.5 ,    69.8 ,    49.4 ,    65.3 ,     8.3 ,     5.3 ,     7.0 ,   100.0 ,   127.9 ,   100.8 ,           ,           ,       8.0 ,       17.0 ,      1.0   ,       3.0 ,        9.0 ,      1.0   ,       3.0 ,        6.0 ,       1.0  ,        8.0 ,        6.0 ,       13.0 ,        8.0 ,        4.0 ,        1.0 ,        3.0 ,       4.0 ,       19.0 ,        19.1 ,26.0        ,      1.5   ,       1.5   ,       1.0   ,      2.0   ,        29.3 ,        32.4 ,        24.1 ,        31.3 ,         6.5 ,        19.1 ,        33.3 ,        29.6 ,       300.0 ,       112.0 ,SAS      ,      123 ,       1 ,  2022 ,2021-10-20 ,False
25 ,240.0 ,240.0 ,49.0 , 98.0 ,0.5   ,13.0 ,30.0 ,0.433 ,12.0 ,18.0 ,0.667 ,13.0 ,30.0 ,43.0 ,32.0 , 8.0 , 3.0 , 8.0 ,22.0 ,123.0 ,     ,    ,0.581 ,0.566 ,0.306 ,0.184 ,29.5 ,69.8 ,49.4 ,65.3 , 8.3 , 5.3 , 7.0 ,100.0 ,127.9 ,100.8 ,       ,       ,   8.0 ,   17.0 ,  1.0   ,   3.0 ,    9.0 ,  1.0   ,   3.0 ,    6.0 ,   1.0  ,    8.0 ,    6.0 ,   13.0 ,    8.0 ,    4.0 ,    1.0 ,    3.0 ,   4.0 ,   19.0 ,    19.1 ,26.0    ,  1.5   ,   1.5   ,   1.0   ,  2.0   ,    29.3 ,    32.4 ,    24.1 ,    31.3 ,     6.5 ,    19.1 ,    33.3 ,    29.6 ,   300.0 ,   112.0 ,SAS  ,  123 ,   1 ,        0 , 240.0 , 240.0 ,  35.0 ,   86.0 ,  0.407 ,   9.0 ,   29.0 ,  0.31  ,  18.0 ,   23.0 ,  0.783 ,   13.0 ,   31.0 ,   44.0 ,   17.0 ,    6.0 ,    6.0 ,   16.0 ,  20.0 ,   97.0 ,         ,        ,  0.505 ,   0.459 ,   0.337 ,  0.267 ,    30.2 ,    70.5 ,    50.6 ,    48.6 ,     6.2 ,     8.8 ,    14.3 ,   100.0 ,   100.8 ,   127.9 ,           ,           ,       6.0 ,       14.0 ,      0.75  ,       3.0 ,        7.0 ,      1.0   ,       4.0 ,        4.0 ,       1.0  ,        3.0 ,        7.0 ,        8.0 ,        4.0 ,        1.0 ,        4.0 ,        3.0 ,       5.0 ,       18.0 ,        18.4 ,3.0         ,      0.922 ,       0.938 ,       0.6   ,      0.8   ,        25.5 ,        40.7 ,        23.5 ,        28.8 ,         2.7 ,        10.4 ,        33.3 ,        25.9 ,       149.0 ,       136.0 ,ORL      ,       97 ,       0 ,  2022 ,2021-10-20 ,True
26 ,240.0 ,240.0 ,42.0 , 96.0 ,0.438 ,14.0 ,40.0 ,0.35  ,15.0 ,21.0 ,0.714 , 8.0 ,31.0 ,39.0 ,24.0 , 9.0 , 2.0 , 7.0 ,25.0 ,113.0 ,     ,    ,0.537 ,0.51  ,0.417 ,0.219 ,15.7 ,75.6 ,42.4 ,57.1 , 8.8 , 3.8 , 6.2 ,100.0 ,110.4 ,112.4 ,       ,       ,  12.0 ,   23.0 ,  0.625 ,   5.0 ,   11.0 ,  0.5   ,   6.0 ,   10.0 ,   1.0  ,    2.0 ,   10.0 ,   11.0 ,    6.0 ,    3.0 ,    1.0 ,    3.0 ,   4.0 ,   29.0 ,    23.4 ,19.0    ,  0.652 ,   0.656 ,   0.714 ,  1.667 ,    13.9 ,    34.6 ,    23.2 ,    30.0 ,     4.7 ,     3.7 ,    33.3 ,    30.4 ,   145.0 ,   119.0 ,LAC  ,  113 ,   0 ,        1 , 240.0 , 240.0 ,  43.0 ,   83.0 ,  0.518 ,  15.0 ,   31.0 ,  0.484 ,  14.0 ,   22.0 ,  0.636 ,   10.0 ,   43.0 ,   53.0 ,   27.0 ,    5.0 ,    4.0 ,   21.0 ,  20.0 ,  115.0 ,         ,        ,  0.62  ,   0.608 ,   0.373 ,  0.265 ,    24.4 ,    84.3 ,    57.6 ,    62.8 ,     4.9 ,     7.1 ,    18.5 ,   100.0 ,   112.4 ,   110.4 ,           ,           ,      16.0 ,       25.0 ,      1.0   ,       8.0 ,       13.0 ,      0.667 ,       5.0 ,        9.0 ,       1.0  ,        4.0 ,       10.0 ,       10.0 ,        7.0 ,        1.0 ,        1.0 ,        7.0 ,       4.0 ,       45.0 ,        32.5 ,13.0        ,      1.0   ,       1.0   ,       0.667 ,      1.8   ,        33.2 ,        30.9 ,        25.9 ,        60.3 ,         2.0 ,         6.1 ,        40.0 ,        37.3 ,       235.0 ,       118.0 ,GSW      ,      115 ,       1 ,  2022 ,2021-10-21 ,False
27 ,240.0 ,240.0 ,43.0 , 83.0 ,0.518 ,15.0 ,31.0 ,0.484 ,14.0 ,22.0 ,0.636 ,10.0 ,43.0 ,53.0 ,27.0 , 5.0 , 4.0 ,21.0 ,20.0 ,115.0 ,     ,    ,0.62  ,0.608 ,0.373 ,0.265 ,24.4 ,84.3 ,57.6 ,62.8 , 4.9 , 7.1 ,18.5 ,100.0 ,112.4 ,110.4 ,       ,       ,  16.0 ,   25.0 ,  1.0   ,   8.0 ,   13.0 ,  0.667 ,   5.0 ,    9.0 ,   1.0  ,    4.0 ,   10.0 ,   10.0 ,    7.0 ,    1.0 ,    1.0 ,    7.0 ,   4.0 ,   45.0 ,    32.5 ,13.0    ,  1.0   ,   1.0   ,   0.667 ,  1.8   ,    33.2 ,    30.9 ,    25.9 ,    60.3 ,     2.0 ,     6.1 ,    40.0 ,    37.3 ,   235.0 ,   118.0 ,GSW  ,  115 ,   1 ,        0 , 240.0 , 240.0 ,  42.0 ,   96.0 ,  0.438 ,  14.0 ,   40.0 ,  0.35  ,  15.0 ,   21.0 ,  0.714 ,    8.0 ,   31.0 ,   39.0 ,   24.0 ,    9.0 ,    2.0 ,    7.0 ,  25.0 ,  113.0 ,         ,        ,  0.537 ,   0.51  ,   0.417 ,  0.219 ,    15.7 ,    75.6 ,    42.4 ,    57.1 ,     8.8 ,     3.8 ,     6.2 ,   100.0 ,   110.4 ,   112.4 ,           ,           ,      12.0 ,       23.0 ,      0.625 ,       5.0 ,       11.0 ,      0.5   ,       6.0 ,       10.0 ,       1.0  ,        2.0 ,       10.0 ,       11.0 ,        6.0 ,        3.0 ,        1.0 ,        3.0 ,       4.0 ,       29.0 ,        23.4 ,19.0        ,      0.652 ,       0.656 ,       0.714 ,      1.667 ,        13.9 ,        34.6 ,        23.2 ,        30.0 ,         4.7 ,         3.7 ,        33.3 ,        30.4 ,       145.0 ,       119.0 ,LAC      ,      113 ,       0 ,  2022 ,2021-10-21 ,True
28 ,240.0 ,240.0 ,31.0 , 93.0 ,0.333 ,13.0 ,43.0 ,0.302 ,12.0 ,13.0 ,0.923 ,10.0 ,40.0 ,50.0 ,16.0 , 7.0 , 3.0 ,15.0 ,21.0 , 87.0 ,     ,    ,0.441 ,0.403 ,0.462 ,0.14  ,16.9 ,87.0 ,47.6 ,51.6 , 6.8 , 5.1 ,13.2 ,100.0 , 84.6 ,109.9 ,       ,       ,   7.0 ,   17.0 ,  0.667 ,   3.0 ,    7.0 ,  1.0   ,   4.0 ,    4.0 ,   1.0  ,    4.0 ,   11.0 ,   11.0 ,    7.0 ,    2.0 ,    2.0 ,    5.0 ,   4.0 ,   18.0 ,    12.9 ,5.0     ,  0.833 ,   0.833 ,   1.0   ,  0.6   ,    11.3 ,    48.6 ,    21.7 ,    49.0 ,     3.2 ,    19.4 ,    22.4 ,    28.3 ,   176.0 ,   116.0 ,DAL  ,   87 ,   0 ,        1 , 240.0 , 240.0 ,  45.0 ,   94.0 ,  0.479 ,  15.0 ,   35.0 ,  0.429 ,   8.0 ,    9.0 ,  0.889 ,    6.0 ,   49.0 ,   55.0 ,   31.0 ,    8.0 ,    9.0 ,   13.0 ,  16.0 ,  113.0 ,         ,        ,  0.577 ,   0.559 ,   0.372 ,  0.096 ,    13.0 ,    83.1 ,    52.4 ,    68.9 ,     7.8 ,    18.0 ,    11.7 ,   100.0 ,   109.9 ,    84.6 ,           ,           ,       7.0 ,       16.0 ,      1.0   ,       3.0 ,        5.0 ,      1.0   ,       5.0 ,        5.0 ,       1.0  ,        2.0 ,       11.0 ,       13.0 ,       14.0 ,        2.0 ,        2.0 ,        5.0 ,       3.0 ,       20.0 ,        18.5 ,21.0        ,      1.5   ,       1.5   ,       1.0   ,      0.313 ,        10.2 ,        46.1 ,        28.9 ,        56.8 ,         6.2 ,        13.3 ,        21.6 ,        49.0 ,       300.0 ,        98.0 ,ATL      ,      113 ,       1 ,  2022 ,2021-10-21 ,False
29 ,240.0 ,240.0 ,45.0 , 94.0 ,0.479 ,15.0 ,35.0 ,0.429 , 8.0 , 9.0 ,0.889 , 6.0 ,49.0 ,55.0 ,31.0 , 8.0 , 9.0 ,13.0 ,16.0 ,113.0 ,     ,    ,0.577 ,0.559 ,0.372 ,0.096 ,13.0 ,83.1 ,52.4 ,68.9 , 7.8 ,18.0 ,11.7 ,100.0 ,109.9 , 84.6 ,       ,       ,   7.0 ,   16.0 ,  1.0   ,   3.0 ,    5.0 ,  1.0   ,   5.0 ,    5.0 ,   1.0  ,    2.0 ,   11.0 ,   13.0 ,   14.0 ,    2.0 ,    2.0 ,    5.0 ,   3.0 ,   20.0 ,    18.5 ,21.0    ,  1.5   ,   1.5   ,   1.0   ,  0.313 ,    10.2 ,    46.1 ,    28.9 ,    56.8 ,     6.2 ,    13.3 ,    21.6 ,    49.0 ,   300.0 ,    98.0 ,ATL  ,  113 ,   1 ,        0 , 240.0 , 240.0 ,  31.0 ,   93.0 ,  0.333 ,  13.0 ,   43.0 ,  0.302 ,  12.0 ,   13.0 ,  0.923 ,   10.0 ,   40.0 ,   50.0 ,   16.0 ,    7.0 ,    3.0 ,   15.0 ,  21.0 ,   87.0 ,         ,        ,  0.441 ,   0.403 ,   0.462 ,  0.14  ,    16.9 ,    87.0 ,    47.6 ,    51.6 ,     6.8 ,     5.1 ,    13.2 ,   100.0 ,    84.6 ,   109.9 ,           ,           ,       7.0 ,       17.0 ,      0.667 ,       3.0 ,        7.0 ,      1.0   ,       4.0 ,        4.0 ,       1.0  ,        4.0 ,       11.0 ,       11.0 ,        7.0 ,        2.0 ,        2.0 ,        5.0 ,       4.0 ,       18.0 ,        12.9 ,5.0         ,      0.833 ,       0.833 ,       1.0   ,      0.6   ,        11.3 ,        48.6 ,        21.7 ,        49.0 ,         3.2 ,        19.4 ,        22.4 ,        28.3 ,       176.0 ,       116.0 ,DAL      ,       87 ,       0 ,  2022 ,2021-10-21 ,True
30 ,265.0 ,265.0 ,35.0 , 91.0 ,0.385 , 9.0 ,33.0 ,0.273 ,12.0 ,14.0 ,0.857 ,10.0 ,45.0 ,55.0 ,18.0 , 4.0 , 2.0 ,22.0 ,25.0 , 91.0 ,     ,    ,0.468 ,0.434 ,0.363 ,0.154 ,19.6 ,76.3 ,50.0 ,51.4 , 3.8 , 3.4 ,18.5 ,100.0 , 85.3 , 95.7 ,       ,       ,  12.0 ,   28.0 ,  0.5   ,   4.0 ,   12.0 ,  0.444 ,   5.0 ,    6.0 ,   1.0  ,    3.0 ,   14.0 ,   16.0 ,    6.0 ,    3.0 ,    1.0 ,    5.0 ,   4.0 ,   30.0 ,    14.8 ,-2.0    ,  0.7   ,   0.7   ,   1.0   ,  0.4   ,     8.5 ,    32.0 ,    19.6 ,    30.6 ,     3.7 ,     2.5 ,   100.0 ,    34.9 ,   130.0 ,   104.0 ,MIA  ,   91 ,   0 ,        1 , 265.0 , 265.0 ,  38.0 ,   97.0 ,  0.392 ,  10.0 ,   39.0 ,  0.256 ,  16.0 ,   21.0 ,  0.762 ,   14.0 ,   41.0 ,   55.0 ,   18.0 ,   10.0 ,    5.0 ,   16.0 ,  18.0 ,  102.0 ,         ,        ,  0.48  ,   0.443 ,   0.402 ,  0.216 ,    23.7 ,    80.4 ,    50.0 ,    47.4 ,     9.4 ,     8.6 ,    13.1 ,   100.0 ,    95.7 ,    85.3 ,           ,           ,       8.0 ,       21.0 ,      0.667 ,       4.0 ,        7.0 ,      0.8   ,       8.0 ,        8.0 ,       1.0  ,        4.0 ,       10.0 ,       14.0 ,        5.0 ,        4.0 ,        2.0 ,        4.0 ,       5.0 ,       19.0 ,        15.7 ,18.0        ,      1.0   ,       1.0   ,       0.833 ,      0.421 ,        15.8 ,        25.7 ,        16.3 ,        32.5 ,         4.7 ,        11.3 ,        33.3 ,        27.9 ,       151.0 ,        96.0 ,IND      ,      102 ,       1 ,  2022 ,2021-10-23 ,False
31 ,265.0 ,265.0 ,38.0 , 97.0 ,0.392 ,10.0 ,39.0 ,0.256 ,16.0 ,21.0 ,0.762 ,14.0 ,41.0 ,55.0 ,18.0 ,10.0 , 5.0 ,16.0 ,18.0 ,102.0 ,     ,    ,0.48  ,0.443 ,0.402 ,0.216 ,23.7 ,80.4 ,50.0 ,47.4 , 9.4 , 8.6 ,13.1 ,100.0 , 95.7 , 85.3 ,       ,       ,   8.0 ,   21.0 ,  0.667 ,   4.0 ,    7.0 ,  0.8   ,   8.0 ,    8.0 ,   1.0  ,    4.0 ,   10.0 ,   14.0 ,    5.0 ,    4.0 ,    2.0 ,    4.0 ,   5.0 ,   19.0 ,    15.7 ,18.0    ,  1.0   ,   1.0   ,   0.833 ,  0.421 ,    15.8 ,    25.7 ,    16.3 ,    32.5 ,     4.7 ,    11.3 ,    33.3 ,    27.9 ,   151.0 ,    96.0 ,IND  ,  102 ,   1 ,        0 , 265.0 , 265.0 ,  35.0 ,   91.0 ,  0.385 ,   9.0 ,   33.0 ,  0.273 ,  12.0 ,   14.0 ,  0.857 ,   10.0 ,   45.0 ,   55.0 ,   18.0 ,    4.0 ,    2.0 ,   22.0 ,  25.0 ,   91.0 ,         ,        ,  0.468 ,   0.434 ,   0.363 ,  0.154 ,    19.6 ,    76.3 ,    50.0 ,    51.4 ,     3.8 ,     3.4 ,    18.5 ,   100.0 ,    85.3 ,    95.7 ,           ,           ,      12.0 ,       28.0 ,      0.5   ,       4.0 ,       12.0 ,      0.444 ,       5.0 ,        6.0 ,       1.0  ,        3.0 ,       14.0 ,       16.0 ,        6.0 ,        3.0 ,        1.0 ,        5.0 ,       4.0 ,       30.0 ,        14.8 ,-2.0        ,      0.7   ,       0.7   ,       1.0   ,      0.4   ,         8.5 ,        32.0 ,        19.6 ,        30.6 ,         3.7 ,         2.5 ,       100.0 ,        34.9 ,       130.0 ,       104.0 ,MIA      ,       91 ,       0 ,  2022 ,2021-10-23 ,True
32 ,240.0 ,240.0 ,41.0 , 93.0 ,0.441 ,14.0 ,39.0 ,0.359 ,25.0 ,30.0 ,0.833 , 9.0 ,41.0 ,50.0 ,30.0 , 9.0 , 2.0 ,17.0 ,18.0 ,121.0 ,     ,    ,0.57  ,0.516 ,0.419 ,0.323 ,18.4 ,89.1 ,52.6 ,73.2 , 8.0 , 3.8 ,13.8 ,100.0 ,107.3 ,101.1 ,       ,       ,   8.0 ,   21.0 ,  0.857 ,   4.0 ,   11.0 ,  1.0   ,   9.0 ,    9.0 ,   1.0  ,    3.0 ,    9.0 ,   11.0 ,   10.0 ,    3.0 ,    1.0 ,    5.0 ,   3.0 ,   21.0 ,    18.6 ,20.0    ,  0.952 ,   0.929 ,   0.714 ,  0.8   ,    12.7 ,    37.5 ,    21.4 ,    38.6 ,     3.7 ,     5.9 ,    42.5 ,   100.0 ,   174.0 ,   108.0 ,GSW  ,  121 ,   0 ,        1 , 240.0 , 240.0 ,  45.0 ,   95.0 ,  0.474 ,  15.0 ,   42.0 ,  0.357 ,   9.0 ,   19.0 ,  0.474 ,    5.0 ,   40.0 ,   45.0 ,   21.0 ,    7.0 ,    4.0 ,   17.0 ,  25.0 ,  114.0 ,         ,        ,  0.551 ,   0.553 ,   0.442 ,  0.2   ,    10.9 ,    81.6 ,    47.4 ,    46.7 ,     6.2 ,     7.4 ,    14.1 ,   100.0 ,   101.1 ,   107.3 ,           ,           ,      15.0 ,       26.0 ,      1.0   ,       5.0 ,       11.0 ,      0.667 ,       3.0 ,        7.0 ,       0.75 ,        2.0 ,       10.0 ,       11.0 ,        5.0 ,        2.0 ,        2.0 ,        4.0 ,       5.0 ,       34.0 ,        26.7 ,10.0        ,      1.0   ,       1.0   ,       1.0   ,      2.0   ,        12.7 ,        45.9 ,        23.7 ,        28.4 ,         4.5 ,         4.6 ,        42.9 ,        32.2 ,       209.0 ,       115.0 ,LAL      ,      114 ,       1 ,  2022 ,2021-10-19 ,True
33 ,240.0 ,240.0 ,45.0 , 95.0 ,0.474 ,15.0 ,42.0 ,0.357 , 9.0 ,19.0 ,0.474 , 5.0 ,40.0 ,45.0 ,21.0 , 7.0 , 4.0 ,17.0 ,25.0 ,114.0 ,     ,    ,0.551 ,0.553 ,0.442 ,0.2   ,10.9 ,81.6 ,47.4 ,46.7 , 6.2 , 7.4 ,14.1 ,100.0 ,101.1 ,107.3 ,       ,       ,  15.0 ,   26.0 ,  1.0   ,   5.0 ,   11.0 ,  0.667 ,   3.0 ,    7.0 ,   0.75 ,    2.0 ,   10.0 ,   11.0 ,    5.0 ,    2.0 ,    2.0 ,    4.0 ,   5.0 ,   34.0 ,    26.7 ,10.0    ,  1.0   ,   1.0   ,   1.0   ,  2.0   ,    12.7 ,    45.9 ,    23.7 ,    28.4 ,     4.5 ,     4.6 ,    42.9 ,    32.2 ,   209.0 ,   115.0 ,LAL  ,  114 ,   1 ,        0 , 240.0 , 240.0 ,  41.0 ,   93.0 ,  0.441 ,  14.0 ,   39.0 ,  0.359 ,  25.0 ,   30.0 ,  0.833 ,    9.0 ,   41.0 ,   50.0 ,   30.0 ,    9.0 ,    2.0 ,   17.0 ,  18.0 ,  121.0 ,         ,        ,  0.57  ,   0.516 ,   0.419 ,  0.323 ,    18.4 ,    89.1 ,    52.6 ,    73.2 ,     8.0 ,     3.8 ,    13.8 ,   100.0 ,   107.3 ,   101.1 ,           ,           ,       8.0 ,       21.0 ,      0.857 ,       4.0 ,       11.0 ,      1.0   ,       9.0 ,        9.0 ,       1.0  ,        3.0 ,        9.0 ,       11.0 ,       10.0 ,        3.0 ,        1.0 ,        5.0 ,       3.0 ,       21.0 ,        18.6 ,20.0        ,      0.952 ,       0.929 ,       0.714 ,      0.8   ,        12.7 ,        37.5 ,        21.4 ,        38.6 ,         3.7 ,         5.9 ,        42.5 ,       100.0 ,       174.0 ,       108.0 ,GSW      ,      121 ,       0 ,  2022 ,2021-10-19 ,False
